cliente_ID,desistencia,genero,idade_>=_65,tem_parceiro,tem_dependentes,assinatura_provedor_internet,assinatura_adicional_seguranca_online,assinatura_adicional_backup_online,assinatura_adicional_protecao_dispositivo,assinatura_adicional_suporte_tecnico_menos_tempo_espera,assinatura_TV_cabo,assinatura_streaming_filmes,contrato,fatura_online,forma_pagamento,gastos_mensais,gastos_diarios,gasto_total
1536-HBSWP,No,Female,0,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.9,1.66,49.9
1536-YHDOE,No,Male,0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,62.1,2.07,1096.65
1541-ETJZO,Yes,Male,0,No,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,62.05,2.07,62.05
1543-LLLFT,No,Male,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,98.3,3.28,6066.55
1544-JJMYL,No,Male,0,No,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),69.35,2.31,1927.3
1545-ACTAS,No,Female,0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.7,3.32,4977.2
1545-JFUML,No,Male,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.0,3.3,6994.6
1548-ARAGG,No,Female,0,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,58.5,1.95,224.85
1548-FEHVL,No,Male,0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.2,3.54,6375.2
1550-EENBN,No,Female,0,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,104.35,3.48,3205.6
1550-LOAHA,Yes,Female,0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.15,2.8,2585.95
1552-AAGRX,No,Female,0,No,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.4,3.55,3211.9
1555-DJEQW,Yes,Female,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.2,3.81,7723.9
1557-EMYVT,No,Female,0,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.05,3.84,4895.1
1559-DTODC,No,Male,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.15,0.84,468.35
1564-HJUVY,No,Male,0,No,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.75,2.12,226.2
1564-NTYXF,Yes,Female,1,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.0,2.73,1127.2
1565-RHDJD,Yes,Female,0,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),84.05,2.8,333.55
1567-DSCIC,Yes,Male,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.0,3.13,773.65
1568-BEKZM,No,Male,1,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.05,3.0,6333.4
1568-LJSZU,No,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.2,3.07,6392.85
1569-TTNYJ,Yes,Male,0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.75,2.62,412.1
1571-SAVHK,Yes,Male,0,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,3.33,1132.75
1573-LGXBA,No,Male,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),97.55,3.25,5598
1575-KRZZE,No,Female,0,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.2,1.84,220.65
1576-PFZIW,No,Male,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),105.35,3.51,7511.9
1579-KLYDT,Yes,Male,0,No,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.45,3.02,593.45
1580-BMCMR,No,Male,1,No,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.3,2.91,1637.3
1582-RAFML,Yes,Male,0,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,60.1,2.0,60.1
1583-IHQZE,Yes,Male,0,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,112.95,3.76,1384.75
1585-MQSSU,Yes,Male,0,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.5,1.72,900.5
1587-FKLZB,Yes,Male,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.5,3.32,6822.15
1589-AGTLK,Yes,Male,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.35,1.51,141.5
1591-MQJTP,No,Male,1,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),93.65,3.12,4839.15
1591-NFNLQ,Yes,Male,0,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),80.0,2.67,4242.35
1596-BBVTG,Yes,Male,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.35,2.51,2636.05
1596-OQSPS,No,Female,0,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.1,1.7,531.15
1597-FZREH,Yes,Female,0,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,76.4,2.55,160.8
1597-LHYNC,Yes,Female,1,No,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.0,3.17,2497.2
1599-MMYRQ,No,Male,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),81.45,2.72,4983.05
1600-DILPE,No,Female,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.0,1.5,524.35
1602-IJQQE,Yes,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,2.51,338.1
1608-GMEWB,No,Male,1,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.9,3.13,4200.25
1612-EOHDH,Yes,Female,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15,1.5,45.15
1618-CFHME,Yes,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.9,2.53,143.35
1621-YNCJH,No,Female,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),106.05,3.53,3834.4
1623-NLDOT,Yes,Female,0,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,33.55,1.12,1445.3
1624-NALOJ,Yes,Male,1,No,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.8,2.99,502.6
1624-WOIWJ,Yes,Female,0,No,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.7,2.82,832.05
1625-JAIIY,Yes,Female,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,83.0,2.77,5685.8
1626-ERCMM,Yes,Male,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,3.15,1899.65
1628-BIZYP,No,Male,0,No,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2.83,85
1629-DQQVB,No,Female,0,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.1,1.67,709.5
1635-FJFCC,No,Female,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.05,1.47,202.15
1636-NTNCO,No,Male,1,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.95,1.7,207.35
1640-PLFMP,No,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,2.34,70.25
1641-RQDAY,No,Female,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.4,3.35,3217.65
1642-HMARX,No,Female,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,91.7,3.06,6424.7
1644-IRKSF,Yes,Female,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,3.13,3124.5
1656-DRSMG,No,Female,0,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.85,3.66,7002.95
1658-BYGOY,Yes,Male,1,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,3.18,1752.55
1658-TJVOA,No,Female,1,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.1,2.47,450.9
1658-XUHBX,No,Female,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.75,2.96,5348.65
1660-HSOOQ,Yes,Male,0,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.65,1.66,49.65
1661-CZBAU,No,Male,0,No,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),70.95,2.37,3629.2
1666-JXLKU,No,Female,0,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3.34,3810.55
1666-JZPZT,No,Male,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.0,1.63,1291.35
1670-SVOWZ,Yes,Female,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.65,2.99,1208.35
1676-MQAOA,No,Male,0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.1,2.5,5336.35
1678-FYZOW,Yes,Female,0,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.4,2.65,244.65
1679-JRFBR,No,Female,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,3.6,7930.55
1684-FLBGS,No,Female,0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5,2.32,1652.1
1685-BQULA,No,Female,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.4,3.11,3756.4
1685-VAYJF,No,Male,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),45.2,1.51,492
1689-MRZQR,Yes,Male,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.3,2.61,2564.3
1689-YQBYY,No,Female,0,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.6,2.55,893
1696-HXOWK,No,Female,0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,95.65,3.19,6856.95
1696-MZVAU,No,Male,0,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),25.25,0.84,947.75
1697-BCSHV,No,Female,0,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.8,2.23,3970.4
1697-NVVGY,No,Male,1,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,2.21,1286.05
1698-XFZCI,No,Male,0,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75,3.59,6521.9
1699-HPSBG,Yes,Male,0,No,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,59.8,1.99,727.8
1699-UOTXU,No,Male,0,No,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,61.4,2.05,3638.25
1702-CCFNJ,No,Male,0,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.35,2.04,3169.55
1703-MGIAB,No,Female,0,No,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.0,2.3,1108
1704-NRWYE,Yes,Female,1,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,2.7,751.65
1707-HABPF,No,Female,1,No,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),91.3,3.04,4126.35
1708-PBBOA,No,Female,0,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,54.75,1.82,2348.45
1710-RCXUS,No,Male,0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),90.35,3.01,4614.55
1716-LSAMB,No,Male,0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),54.65,1.82,2553.7
1723-HKXJQ,Yes,Male,0,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.75,3.39,4273.45
1724-BQUHA,Yes,Male,1,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,2.98,477.7
1725-IQNIY,Yes,Male,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.75,3.66,6110.2
1728-BQDMA,No,Female,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.45,1.48,82.7
1728-CXQBE,No,Male,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,3.14,6081.4
1729-VLAZJ,No,Female,0,No,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,40.25,1.34,411.45
1730-VFMWO,No,Female,0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.2,1.67,1815.3
1730-ZMAME,No,Female,1,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.5,2.65,2665
1731-TVIUK,Yes,Female,0,No,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.5,3.12,362.2
1732-FEKLD,No,Female,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),94.75,3.16,5121.75
1732-VHUBQ,Yes,Female,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.55,2.35,3309.25
1740-CSDJP,Yes,Male,0,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),35.25,1.18,35.25
1741-WTPON,No,Male,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,115.85,3.86,6567.9
1746-TGTWV,No,Male,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.35,2.51,75.35
1750-CSKKM,Yes,Male,0,No,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,55.35,1.84,449.75
1751-NCDLI,No,Male,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,3.3,4564.9
1752-OZXFY,No,Male,0,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,59.8,1.99,3561.15
1754-GKYPY,No,Male,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.75,2.99,1938.9
1761-AEZZR,Yes,Male,0,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.55,2.65,79.55
1763-WQFUK,No,Male,0,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.5,1.68,147.75
1766-GKNMI,No,Male,0,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,2.83,2516.2
1767-TGTKO,No,Female,0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.45,1.52,411.75
1768-HNVGJ,No,Female,1,No,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.05,2.34,3062.45
1768-ZAIFU,Yes,Female,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.2,0.84,25.2
1769-GRUIK,No,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.1,2.37,1247.75
1771-OADNZ,Yes,Male,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.9,3.2,2745.2
1775-KWJKQ,No,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.85,2.99,6562.9
1777-JYQPJ,No,Male,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,0.81,38.45
1779-PWPMG,No,Female,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.65,3.82,8333.95
1784-EZDKJ,No,Male,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.8,3.56,5498.8
1785-BPHTP,No,Male,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.45,2.85,2289.9
1791-PQHBB,No,Female,0,No,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.2,2.04,125.95
1792-UXAFY,Yes,Female,1,No,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,2.97,1496.9
1794-HBQTJ,Yes,Female,0,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.6,1.62,48.6
1794-SWWKL,No,Male,0,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),59.65,1.99,867.1
1803-BGNBD,No,Female,0,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.3,1.81,654.5
1809-DMJHQ,Yes,Female,0,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,1.53,221.7
1810-BOHSY,No,Male,0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.4,3.21,4911.05
1810-MVMAI,No,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,67.6,2.25,2000.2
1813-JYWTO,No,Female,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),80.45,2.68,5737.6
1814-WFGVS,No,Male,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,48.9,1.63,3527
1816-FLZDK,No,Male,0,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,29.15,0.97,29.15
1818-ESQMW,No,Female,0,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.2,2.97,2383.6
1820-TQVEV,Yes,Male,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,2.32,69.55
1821-BUCWY,No,Male,0,No,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,55.65,1.86,1653.85
1830-GGFNM,No,Male,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),94.55,3.15,6078.75
1832-PEUTS,No,Male,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),89.1,2.97,5411.65
1833-TCXKK,No,Male,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.75,3.59,4882.8
1833-VGRUM,Yes,Female,1,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.2,2.47,74.2
1834-ABKHQ,No,Female,0,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),50.95,1.7,2610.65
1837-YQUCE,No,Female,0,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.35,1.94,4214.25
1840-BIUOG,No,Male,0,No,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,68.7,2.29,1416.2
1841-YSJGV,No,Male,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.95,3.66,7852.4
1842-EZJMK,Yes,Male,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.7,3.46,5071.05
1845-CSBRZ,No,Female,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.35,2.84,1961.6
1845-ZLLIG,No,Male,0,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,1.67,50.15
1846-XWOQN,Yes,Female,1,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,2.34,70.15
1848-LBZHY,No,Female,0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.3,1.68,355.1
1849-RJYIG,No,Female,0,No,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.0,2.0,487.75
1852-XEMDW,No,Male,0,No,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,65.05,2.17,1427.55
1853-ARAAQ,No,Female,0,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.35,1.68,1277.5
1853-UDXBW,Yes,Male,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,2.33,70
1855-AGAWH,No,Male,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,3.13,2939.8
1862-SKORY,Yes,Female,1,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,1.31,1637.4
1866-DIOQZ,No,Female,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),66.8,2.23,4689.15
1866-NXPSP,No,Female,0,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,75.55,2.52,2680.15
1866-OBPNR,No,Male,0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.6,2.49,74.6
1866-RZZQS,Yes,Male,1,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.4,3.28,4187.75
1867-BDVFH,Yes,Male,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,2.48,834.2
1867-TJHTS,No,Female,0,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.8,2.66,4526.85
1871-MOWRM,Yes,Male,0,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.85,2.7,866.45
1875-QIVME,Yes,Female,0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,3.48,242.8
1877-HKBQX,No,Female,0,No,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,54.6,1.82,617.85
1891-FZYSA,Yes,Male,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.95,3.0,6143.15
1891-QRQSA,No,Male,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,3.72,7099
1891-UAWWU,Yes,Female,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,90.8,3.03,1951
1894-IGFSG,Yes,Female,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.25,2.98,1907.85
1895-QTKDO,No,Female,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),43.95,1.46,43.95
1897-OKVMW,No,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.6,3.02,5817.45
1898-JSNDC,No,Female,0,No,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.6,1.95,2224.5
1899-VXWXM,Yes,Male,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.1,3.54,5082.8
1902-XBTFB,Yes,Male,0,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,2.98,2001.5
1904-WAJAA,No,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,64.35,2.14,1558.65
1907-UBQFC,Yes,Male,1,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.85,2.43,688.65
1907-YLNYW,No,Male,0,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.7,2.22,579
1910-FMXJM,No,Female,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.4,2.68,2937.65
1915-IOFGU,Yes,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,2.35,70.5
1918-ZBFQJ,Yes,Female,0,No,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,2.64,1111.65
1919-RTPQD,No,Male,0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.75,1.49,333.65
1921-KYSAY,No,Female,0,No,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,68.6,2.29,2877.05
1925-LFCZZ,No,Male,1,No,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),50.05,1.67,2743.45
1925-TIBLE,Yes,Female,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.5,2.88,582.5
1928-BXYIV,No,Male,0,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,61.15,2.04,61.15
1929-ZCBHE,No,Male,0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,40.3,1.34,1794.8
1930-QPBVZ,No,Male,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),95.1,3.17,6683.4
1930-WNXSB,No,Male,0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.85,3.1,5305.05
