cliente_ID,contrato,fatura_online,forma_pagamento,gastos_mensais,gasto_total
2984-AFWNC,Month-to-month,No,Electronic check,95.4,293.15
2984-MIIZL,Month-to-month,Yes,Bank transfer (automatic),74.8,321.9
2984-RGEYA,Two year,No,Bank transfer (automatic),19.75,1375.4
2984-TBYKU,Two year,Yes,Credit card (automatic),104.9,7732.65
2985-FMWYF,Month-to-month,Yes,Electronic check,93.5,2341.55
2985-JUUBZ,Month-to-month,Yes,Electronic check,74.55,3015.75
2987-BJXIK,Two year,No,Mailed check,84.7,5991.05
2988-GBIVW,Month-to-month,Yes,Electronic check,90.85,6470.1
2988-PLAHS,One year,Yes,Electronic check,69.95,220.45
2988-QRAJY,Two year,Yes,Credit card (automatic),110.05,7430.75
2990-HWIML,Month-to-month,Yes,Electronic check,89.5,573.3
2990-IAJSV,Two year,No,Bank transfer (automatic),92.0,6632.75
2990-OGYTD,Two year,No,Bank transfer (automatic),86.15,5883.85
2991-OKAXW,One year,Yes,Mailed check,53.95,2375.4
2995-UPRYS,One year,Yes,Credit card (automatic),99.2,4062.2
2995-YWTCD,Two year,Yes,Bank transfer (automatic),24.9,467.7
2996-XAUVF,Two year,Yes,Mailed check,40.05,2799.75
2999-AANRQ,Two year,No,Credit card (automatic),71.05,1524.85
3001-CBHLQ,Month-to-month,Yes,Electronic check,104.9,3351.55
3001-UNBTL,Month-to-month,Yes,Electronic check,103.95,2964.8
3002-WQZWT,Month-to-month,Yes,Electronic check,74.2,1993.25
3003-CMDUU,Month-to-month,Yes,Electronic check,95.15,2395.7
3005-NFMTA,Month-to-month,Yes,Electronic check,98.8,5617.75
3005-TYFRD,Month-to-month,Yes,Credit card (automatic),103.65,5676.65
3006-XIMLN,Month-to-month,Yes,Bank transfer (automatic),94.2,193.8
3007-FDPEA,Month-to-month,Yes,Bank transfer (automatic),20.7,39.85
3007-KYUNZ,Two year,No,Mailed check,25.6,485.9
3009-JWMPU,One year,Yes,Electronic check,96.75,6125.4
3011-WQKSZ,Month-to-month,Yes,Electronic check,20.0,377.55
3012-OALWM,Month-to-month,No,Electronic check,75.6,661.55
3012-VFFMN,Month-to-month,No,Mailed check,20.65,158.95
3014-WJKSM,Month-to-month,Yes,Credit card (automatic),75.3,2263.4
3016-KSVCP,Month-to-month,No,Mailed check,33.75,1009.25
3018-DZHFE,Month-to-month,No,Mailed check,19.55,19.55
3018-TFTSU,Month-to-month,No,Bank transfer (automatic),81.7,858.6
3021-VLNRJ,One year,Yes,Credit card (automatic),70.8,3478.15
3022-BEXHZ,Two year,Yes,Bank transfer (automatic),111.2,7530.8
3023-GFLBR,Month-to-month,No,Credit card (automatic),86.15,2745.7
3026-ATZYV,One year,No,Bank transfer (automatic),75.1,2658.8
3027-YNWZU,Two year,No,Credit card (automatic),25.0,1584.8
3027-ZTDHO,Month-to-month,Yes,Electronic check,89.9,89.9
3030-YDNRM,Month-to-month,Yes,Electronic check,74.85,572.45
3030-YZADT,Month-to-month,No,Mailed check,44.95,431
3030-ZKIWL,Month-to-month,No,Mailed check,20.05,20.05
3034-ZBEQN,One year,No,Mailed check,34.7,1604.5
3038-PQIUY,Month-to-month,Yes,Bank transfer (automatic),66.15,2522.4
3039-MJSLN,Month-to-month,No,Bank transfer (automatic),20.2,50.6
3043-SUDUA,Month-to-month,No,Bank transfer (automatic),19.9,601.55
3043-TYBNO,Month-to-month,No,Mailed check,60.65,196.9
3045-XETSH,Month-to-month,Yes,Electronic check,94.85,953.45
3049-NDXFL,Month-to-month,No,Mailed check,85.8,85.8
3049-SOLAY,Month-to-month,Yes,Electronic check,95.2,292.85
3050-GBUSH,Month-to-month,Yes,Credit card (automatic),34.8,113.95
3050-RLLXC,Two year,No,Credit card (automatic),81.25,4620.4
3055-MJDSB,Month-to-month,Yes,Mailed check,24.6,190.1
3055-OYMSE,Month-to-month,Yes,Credit card (automatic),73.8,4003.85
3055-VTCGS,One year,No,Credit card (automatic),58.55,3503.5
3057-VJJQE,Two year,No,Mailed check,55.25,1924.1
3058-HJCUY,One year,Yes,Electronic check,102.6,4213.35
3058-WQDRE,Month-to-month,Yes,Bank transfer (automatic),25.15,331.85
3059-NGMXB,Month-to-month,No,Mailed check,69.2,944.65
3061-BCKYI,Month-to-month,No,Mailed check,19.9,283.75
3062-ICYZQ,Month-to-month,Yes,Electronic check,93.8,4539.35
3063-QFSZL,Month-to-month,Yes,Electronic check,55.4,55.4
3066-RRJIO,Month-to-month,Yes,Mailed check,69.95,69.95
3067-SVMTC,One year,No,Bank transfer (automatic),55.9,3848.8
3068-OMWZA,Month-to-month,Yes,Electronic check,88.8,88.8
3069-SSVSN,One year,No,Mailed check,25.85,25.85
3070-BDOQC,Two year,Yes,Electronic check,99.65,5941.05
3070-DVEYC,Month-to-month,No,Mailed check,73.75,545.15
3070-FNFZQ,Two year,No,Bank transfer (automatic),20.4,478.75
3071-MVJCD,Two year,No,Bank transfer (automatic),82.3,5815.15
3071-VBYPO,Month-to-month,No,Electronic check,89.85,248.4
3074-GQWYX,Month-to-month,Yes,Bank transfer (automatic),75.9,357.75
3077-RSNTJ,Month-to-month,No,Mailed check,19.7,113.5
3078-NDXXG,Month-to-month,Yes,Mailed check,50.15,2139.1
3078-ZKNTS,Two year,Yes,Bank transfer (automatic),19.75,246.7
3079-BCHLN,One year,No,Bank transfer (automatic),19.9,942.95
3082-VQXNH,Month-to-month,No,Credit card (automatic),29.8,94.4
3082-WQRVY,One year,No,Mailed check,19.65,228.65
3082-YVEKW,Two year,Yes,Bank transfer (automatic),77.15,1759.4
3084-DOWLE,Two year,No,Bank transfer (automatic),92.0,6474.4
3085-QUOZK,Month-to-month,No,Mailed check,43.95,43.95
3086-RUCRN,Month-to-month,Yes,Bank transfer (automatic),103.1,6595
3088-FVYWK,Two year,No,Credit card (automatic),25.55,1336.1
3088-LHEFH,Month-to-month,Yes,Bank transfer (automatic),79.0,929.3
3090-HAWSU,Two year,Yes,Credit card (automatic),111.6,6876.05
3090-LETTY,Month-to-month,No,Bank transfer (automatic),60.95,134.6
3090-QFUVD,Month-to-month,No,Credit card (automatic),20.3,20.3
3091-FYHKI,Month-to-month,Yes,Electronic check,35.45,35.45
3092-IGHWF,One year,No,Electronic check,87.4,5918.8
3094-JOJAI,Month-to-month,No,Mailed check,74.15,1387
3096-GKWEB,Month-to-month,Yes,Electronic check,94.75,1691.9
3096-IZETN,Month-to-month,No,Bank transfer (automatic),78.1,947.3
3096-JRDSO,Month-to-month,Yes,Bank transfer (automatic),104.3,2867.75
3096-WPXBT,One year,Yes,Credit card (automatic),100.7,6018.65
3096-YXENJ,Two year,Yes,Bank transfer (automatic),107.65,7082.85
3097-FQTVJ,Two year,No,Mailed check,20.0,810.3
3097-IDVPU,Month-to-month,No,Credit card (automatic),50.1,910.45
3097-NNSPB,Month-to-month,Yes,Credit card (automatic),49.05,91.1
3097-NQYSN,Month-to-month,Yes,Mailed check,86.85,156.35
3097-PYWXL,Month-to-month,Yes,Electronic check,19.95,82.9
3099-OONVS,Month-to-month,No,Electronic check,54.3,1296.8
3104-OWCGK,One year,No,Electronic check,90.95,5453.4
3106-ULWFW,Month-to-month,Yes,Credit card (automatic),85.2,627.4
3108-PCCGG,Two year,No,Credit card (automatic),84.45,5899.85
3113-IWHLC,Month-to-month,Yes,Mailed check,55.8,274.35
3115-CZMZD,Two year,No,Mailed check,20.25, 
3115-JPJDD,One year,Yes,Credit card (automatic),81.25,4639.45
3118-UHVVQ,Two year,No,Credit card (automatic),25.8,1911.5
3120-FAZKD,Two year,Yes,Bank transfer (automatic),24.05,1230.9
3125-RAHBV,One year,No,Credit card (automatic),20.3,467.15
3126-WQMGH,Month-to-month,Yes,Credit card (automatic),52.15,2583.75
3128-YOVTD,Month-to-month,Yes,Bank transfer (automatic),79.15,4018.55
3129-AAQOU,Two year,No,Mailed check,25.6,485.9
3130-ICDUP,Month-to-month,No,Credit card (automatic),80.55,188.1
3131-NWVFJ,One year,No,Mailed check,19.55,294.5
3132-TVFDZ,Month-to-month,Yes,Electronic check,44.85,2572.95
3133-PZNSR,Two year,Yes,Credit card (automatic),97.75,6991.6
3134-DSHVC,Two year,No,Credit card (automatic),98.0,6218.45
3134-JCVOE,Month-to-month,No,Mailed check,29.2,98.5
3137-LUPIX,Month-to-month,Yes,Mailed check,64.4,253
3137-NYQQI,One year,No,Mailed check,64.8,1175.6
3138-BKYAV,Month-to-month,Yes,Electronic check,85.35,489.45
3143-ILDAL,Month-to-month,Yes,Electronic check,94.45,5124.6
3143-JQEGI,Month-to-month,No,Electronic check,88.35,1222.8
3144-AUDBS,Month-to-month,Yes,Electronic check,49.15,270.8
3144-KMTWZ,Month-to-month,Yes,Bank transfer (automatic),93.25,6669.45
3146-JTQHR,One year,No,Bank transfer (automatic),19.6,189.45
3146-MSEGF,Two year,Yes,Credit card (automatic),88.05,6425.65
3148-AOIQT,Two year,Yes,Credit card (automatic),24.95,1718.35
3148-BLQJT,Month-to-month,No,Mailed check,20.1,20.1
3154-CFSZG,Month-to-month,No,Electronic check,90.05,4137.2
3154-HMWUU,Two year,Yes,Bank transfer (automatic),20.5,1198.8
3156-QLHBO,Month-to-month,No,Mailed check,19.25,48.35
3158-MOERK,Month-to-month,Yes,Electronic check,96.0,174.8
3160-TYXLT,Month-to-month,Yes,Bank transfer (automatic),46.3,2546.85
3161-GETRM,Month-to-month,Yes,Credit card (automatic),90.05,3097
3161-ONRWK,One year,Yes,Bank transfer (automatic),65.85,3928.3
3161-PJNCN,Two year,Yes,Bank transfer (automatic),20.05,1263.05
3162-KKZXO,One year,Yes,Electronic check,100.15,5409.75
3162-ZJZFU,Month-to-month,Yes,Electronic check,92.55,4779.45
3164-AALRN,One year,Yes,Mailed check,70.0,347.4
3164-YAXFY,Month-to-month,Yes,Electronic check,53.75,3196
3165-HDOEW,Month-to-month,Yes,Mailed check,45.85,45.85
3166-PNEOF,Two year,No,Credit card (automatic),86.45,5175.3
3167-SNQPL,Month-to-month,No,Electronic check,101.15,3741.85
3170-GWYKC,Month-to-month,Yes,Bank transfer (automatic),104.95,6236.75
3170-NMYVV,Two year,No,Bank transfer (automatic),20.15,930.9
3173-NVMPX,Month-to-month,Yes,Mailed check,55.3,501.2
3173-WSSUE,Two year,No,Credit card (automatic),19.7,1415.85
3174-AKMAS,Two year,Yes,Credit card (automatic),64.2,3009.5
3174-RKMOW,Month-to-month,Yes,Electronic check,109.95,3782.4
3177-LASXD,Month-to-month,No,Electronic check,71.35,71.35
3178-CIFOT,One year,Yes,Credit card (automatic),19.65,478.1
3178-FESZO,Month-to-month,Yes,Credit card (automatic),100.25,100.25
3179-GBRWV,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8
3181-MIZBN,Month-to-month,No,Electronic check,19.75,313.4
3181-VTHOE,One year,Yes,Bank transfer (automatic),51.05,3635.15
3186-AJIEK,Two year,Yes,Bank transfer (automatic),105.65,6844.5
3186-BAXNB,Month-to-month,No,Electronic check,91.7,91.7
3190-FZATL,Month-to-month,No,Mailed check,19.95,268.4
3190-ITQXP,Two year,No,Bank transfer (automatic),20.25,890.35
3190-XFANI,One year,Yes,Bank transfer (automatic),100.6,5069.65
3191-CSNMG,Month-to-month,Yes,Electronic check,80.7,239.45
3192-LNKRK,Month-to-month,Yes,Mailed check,84.05,2909.95
3192-NQECA,Two year,Yes,Bank transfer (automatic),110.0,7611.85
3194-ORPIK,Month-to-month,Yes,Bank transfer (automatic),84.4,4116.15
3195-TQDZX,Month-to-month,Yes,Electronic check,20.25,61.45
3196-NVXLZ,Month-to-month,Yes,Mailed check,84.6,2088.05
3197-ARFOY,Month-to-month,Yes,Mailed check,105.0,2007.25
3197-NNYNB,Two year,No,Credit card (automatic),105.1,6631.85
3198-VELRD,Month-to-month,Yes,Bank transfer (automatic),84.75,264.85
3199-NPKCN,One year,Yes,Electronic check,111.25,7511.65
3199-XGZCY,Month-to-month,Yes,Electronic check,75.25,576.7
3200-MNQTF,Two year,No,Credit card (automatic),70.9,4677.1
3205-MXZRA,One year,No,Credit card (automatic),59.45,1507
3207-OYBWH,Month-to-month,Yes,Bank transfer (automatic),95.25,5427.05
3208-YPIOE,Month-to-month,No,Electronic check,75.25,3017.65
3209-ZPKFI,Month-to-month,No,Electronic check,54.25,2538.2
3211-AAPKX,Month-to-month,Yes,Mailed check,98.55,2031.95
3211-ILJTT,Month-to-month,Yes,Bank transfer (automatic),70.4,1214.05
3212-KXOCR,Two year,No,Bank transfer (automatic),21.0,1107.2
3213-VVOLG,Two year,No,Mailed check,25.35, 
3214-IYUUQ,One year,No,Bank transfer (automatic),93.7,5860.7
3217-FZDMN,Month-to-month,Yes,Credit card (automatic),94.45,742.95
3219-JQRSL,Two year,No,Credit card (automatic),89.1,6352.4
3221-CJMSG,Month-to-month,Yes,Credit card (automatic),51.1,1269.6
3223-DWFIO,Month-to-month,No,Electronic check,69.35,261.65
3223-WZWJM,Month-to-month,Yes,Electronic check,83.95,2254.2
3224-DFQNQ,One year,No,Electronic check,89.0,5898.6
3227-WLKLI,Two year,No,Bank transfer (automatic),91.55,5963.95
3229-USWAR,One year,Yes,Bank transfer (automatic),79.95,2727.3
3230-IUALN,Two year,Yes,Mailed check,81.0,3533.6
3230-JCNZS,Two year,Yes,Credit card (automatic),99.0,7061.65
3230-WYKIR,One year,Yes,Credit card (automatic),82.0,1425.45
3234-VKACU,Month-to-month,No,Electronic check,70.3,132.4
3235-ETOOB,Month-to-month,Yes,Electronic check,74.5,609.9
3237-AJGEH,Month-to-month,Yes,Mailed check,31.0,95.05
3239-TPHPZ,Two year,Yes,Electronic check,20.05,264.55
3243-ZHOHY,One year,No,Mailed check,20.1,296.15
3244-CQPHU,Two year,Yes,Bank transfer (automatic),110.1,7746.7
3244-DCJWY,Month-to-month,Yes,Electronic check,70.25,70.25
3247-MHJKM,Month-to-month,No,Mailed check,20.2,20.2
3247-ZVOUO,Month-to-month,No,Electronic check,85.55,851.75
3249-VHRIP,Two year,Yes,Credit card (automatic),43.6,2748.7
3249-ZPQRG,Month-to-month,No,Electronic check,78.45,330.05
3251-YMVWZ,One year,No,Bank transfer (automatic),24.05,1301.9
3253-HKOKL,One year,No,Electronic check,100.3,5244.45
3254-YRILK,Month-to-month,Yes,Electronic check,88.2,1775.8
3255-GRXMG,Month-to-month,Yes,Credit card (automatic),45.65,747.2
3256-EZDBI,Month-to-month,Yes,Credit card (automatic),29.45,1459.35
3258-SANFR,Month-to-month,No,Credit card (automatic),44.7,276.5
3258-SYSWS,Two year,No,Bank transfer (automatic),113.8,7845.8
3258-ZKPAI,Two year,Yes,Bank transfer (automatic),116.6,8337.45
3259-FDWOY,Two year,Yes,Bank transfer (automatic),106.0,7723.7
3259-KNMRR,Two year,Yes,Bank transfer (automatic),79.75,4438.2
3259-QMXUN,Two year,Yes,Electronic check,86.1,4890.5
3261-CQXOL,Two year,No,Bank transfer (automatic),25.45,1813.35
3262-EIDHV,Two year,No,Credit card (automatic),84.7,5893.9
3266-FTKHB,Two year,No,Mailed check,19.15,343.45
3269-ATYWD,Month-to-month,Yes,Bank transfer (automatic),95.65,3759.05
3272-VUHPV,Month-to-month,No,Bank transfer (automatic),56.3,401.5
3274-NSDWE,Two year,No,Credit card (automatic),19.6,1441.65
3275-RHRNE,One year,Yes,Credit card (automatic),60.0,1682.05
3276-HDUEG,Month-to-month,Yes,Mailed check,75.05,75.05
3278-FSIXX,Month-to-month,Yes,Mailed check,45.25,74.2
3279-DYZQM,Two year,No,Mailed check,19.45,1378.45
3280-MRDOF,Two year,Yes,Credit card (automatic),69.1,2093.9
3280-NMUVX,One year,No,Credit card (automatic),19.6,678.8
3282-ZISZV,One year,No,Credit card (automatic),83.7,2633.3
3283-WCWXT,Two year,No,Mailed check,25.4,153.3
3284-SVCRO,Two year,No,Mailed check,25.5,1121.05
3285-UCQVC,Month-to-month,No,Credit card (automatic),28.6,973.55
3292-PBZEJ,Month-to-month,Yes,Electronic check,111.4,1183.05
3295-YVUSR,Month-to-month,Yes,Mailed check,72.6,154.3
3296-SILRA,Month-to-month,Yes,Mailed check,76.4,76.4
3298-QEICA,Two year,No,Mailed check,34.6,813.45
3301-LSLWQ,Month-to-month,Yes,Electronic check,66.1,1912.15
3301-VKTGC,One year,Yes,Bank transfer (automatic),85.5,5696.6
3307-TLCUD,Month-to-month,No,Mailed check,34.4,592.75
3308-DGHKL,Two year,Yes,Bank transfer (automatic),19.3,1447.9
3308-JSGML,Two year,Yes,Credit card (automatic),64.05,3886.85
3308-MHOOC,Month-to-month,Yes,Mailed check,19.2,19.2
3312-UUMZW,Month-to-month,Yes,Credit card (automatic),98.85,3145.9
3312-ZWLGF,Month-to-month,Yes,Electronic check,79.3,2414.55
3313-QKNKB,One year,No,Electronic check,85.55,5084.65
3315-IKYZQ,One year,No,Mailed check,50.8,1386.8
3315-TOTBP,Month-to-month,Yes,Mailed check,76.0,1130.85
3316-UWXUY,Month-to-month,Yes,Credit card (automatic),93.5,4747.5
3317-HRTNN,Month-to-month,No,Electronic check,45.7,198
3317-VLGQT,Month-to-month,Yes,Electronic check,78.1,1122.4
3318-ISQFQ,Month-to-month,Yes,Bank transfer (automatic),19.5,413
3318-NMQXL,Month-to-month,Yes,Electronic check,92.0,266.8
3318-OSATS,Month-to-month,Yes,Electronic check,95.45,3474.05
3319-DWOEP,Month-to-month,Yes,Electronic check,95.75,573.75
3320-VEOYC,Month-to-month,Yes,Electronic check,95.6,1273.3
3323-CPBWR,Month-to-month,Yes,Credit card (automatic),96.9,2085.45
3324-OIRTO,One year,Yes,Bank transfer (automatic),104.65,7288.4
3325-FUYCG,One year,No,Electronic check,106.1,2847.4
3327-YBAKM,One year,Yes,Mailed check,96.9,6314.35
3329-WDIOK,Month-to-month,Yes,Electronic check,50.6,155.35
3331-HQDTW,Month-to-month,Yes,Mailed check,109.8,3587.25
3334-CTHOL,Month-to-month,Yes,Bank transfer (automatic),49.95,49.95
3336-JORSO,Month-to-month,Yes,Electronic check,110.45,3655.45
3337-EUOON,Two year,Yes,Bank transfer (automatic),26.0,1796.55
3338-CVVEH,Month-to-month,No,Electronic check,94.55,1173.55
3339-EAQNV,One year,Yes,Credit card (automatic),97.25,7133.1
3340-QBBFM,One year,No,Credit card (automatic),54.1,1992.85
3345-CSCIA,One year,Yes,Credit card (automatic),76.9,5023
3345-JHUEO,Month-to-month,Yes,Electronic check,20.2,55.7
3345-PBBFH,Month-to-month,Yes,Bank transfer (automatic),49.55,393.45
3346-BRMIS,Month-to-month,Yes,Electronic check,48.35,810.7
3347-YJZZE,Month-to-month,No,Credit card (automatic),80.1,2211.8
3348-CFRNX,Month-to-month,Yes,Mailed check,92.35,2602.9
3349-ANQNH,One year,Yes,Electronic check,99.5,5890
3351-NGXYI,Month-to-month,Yes,Electronic check,54.1,889
3351-NQLDI,One year,Yes,Credit card (automatic),94.35,6341.45
3352-ALMCK,Month-to-month,Yes,Mailed check,102.65,4108.15
3352-RICWQ,Two year,No,Mailed check,19.75,210.65
3354-OADJP,One year,No,Bank transfer (automatic),54.25,447.75
3359-DSRKA,Two year,Yes,Mailed check,19.85,1158.85
3363-DTIVD,Two year,No,Electronic check,105.55,7405.5
3363-EWLGO,Month-to-month,No,Mailed check,19.95,109.6
3365-SAIGS,Month-to-month,Yes,Electronic check,83.55,1329.15
3370-GQEAL,Month-to-month,No,Electronic check,85.45,2509.95
3370-HXOPH,Month-to-month,No,Electronic check,76.1,257.6
3372-CDXFJ,One year,No,Bank transfer (automatic),24.5,343.6
3372-KWFBM,Month-to-month,Yes,Electronic check,86.6,1281
3373-DIUUN,Two year,No,Mailed check,21.25,711.9
3373-YZZYM,Month-to-month,No,Mailed check,19.2,19.2
3374-LXDEV,Month-to-month,No,Electronic check,89.4,1132.35
3374-PZLXD,Month-to-month,No,Mailed check,19.7,675.6
3374-TTZTK,Two year,Yes,Electronic check,106.3,5487
3376-BMGFE,Month-to-month,Yes,Bank transfer (automatic),70.9,273
3378-AJRAO,One year,No,Electronic check,24.85,1013.6
3384-CTMSF,Month-to-month,Yes,Electronic check,104.1,5135.15
3387-PLKUI,Month-to-month,No,Mailed check,18.8,251.25
3387-VATUS,Month-to-month,Yes,Bank transfer (automatic),94.85,462.8
3389-KTRXV,Two year,No,Mailed check,23.85,625.65
3389-YGYAI,Month-to-month,Yes,Electronic check,105.5,829.55
3391-JSQEW,Month-to-month,Yes,Mailed check,50.15,2058.5
3392-EHMNK,Two year,No,Credit card (automatic),94.1,6302.8
3393-FMZPV,Month-to-month,Yes,Electronic check,100.25,2387.75
3394-UQYIB,Month-to-month,No,Credit card (automatic),50.15,115.1
3396-DKDEL,Two year,Yes,Credit card (automatic),115.15,8250
3397-AVTKU,Two year,Yes,Electronic check,60.0,2548.55
3398-FSHON,Month-to-month,Yes,Electronic check,91.3,1094.5
3398-GCPMU,Two year,Yes,Credit card (automatic),89.55,6448.85
3398-ZOUAA,Month-to-month,Yes,Electronic check,69.1,1474.75
3399-BMLVW,Two year,No,Credit card (automatic),60.5,3121.45
3400-ESFUW,Two year,No,Bank transfer (automatic),57.55,3046.4
3401-URHDA,One year,No,Credit card (automatic),59.9,3043.6
3402-XRIUO,Month-to-month,Yes,Mailed check,63.55,1381.8
3404-JNXAX,Month-to-month,Yes,Electronic check,80.75,4116.9
3407-JMJQQ,Two year,Yes,Bank transfer (automatic),109.0,7661.8
3407-QGWLG,Month-to-month,Yes,Mailed check,20.05,75.45
3410-MHHUM,One year,No,Electronic check,94.4,4295.35
3410-YOQBQ,Two year,No,Mailed check,79.2,2497.2
3411-WLRSQ,Month-to-month,Yes,Bank transfer (automatic),74.6,239.05
3413-BMNZE,Month-to-month,No,Bank transfer (automatic),45.25,45.25
3413-CSSTH,Month-to-month,Yes,Bank transfer (automatic),55.7,2237.55
3413-DHLPB,Month-to-month,Yes,Bank transfer (automatic),103.75,5969.95
3415-TAILE,Month-to-month,No,Mailed check,65.7,134.35
3417-TSCIC,One year,Yes,Mailed check,24.85,788.05
3419-SNJJD,Month-to-month,No,Bank transfer (automatic),105.25,6786.4
3420-YJLQT,Month-to-month,No,Electronic check,79.55,151.75
3420-ZDBMA,Month-to-month,Yes,Mailed check,71.45,371.6
3422-GALYP,Month-to-month,Yes,Electronic check,79.45,145.15
3422-LYEPQ,Month-to-month,Yes,Electronic check,71.0,71
3422-WJOYD,One year,No,Mailed check,54.35,1426.45
3423-HHXAO,One year,Yes,Mailed check,19.5,272
3424-NMNBO,One year,Yes,Electronic check,108.85,6287.25
3426-NIYYL,Month-to-month,No,Electronic check,51.55,765.5
3427-GGZZI,Month-to-month,Yes,Electronic check,89.1,1620.8
3428-MMGUB,Two year,Yes,Electronic check,89.55,5231.2
3428-XZMAZ,Month-to-month,Yes,Electronic check,69.35,69.35
3429-IFLEM,Two year,No,Credit card (automatic),77.35,5550.1
3439-GVUSX,Month-to-month,No,Mailed check,24.4,24.4
3440-JPSCL,Month-to-month,Yes,Mailed check,99.95,547.65
3441-CGZJH,One year,Yes,Credit card (automatic),60.4,2640.55
3442-ZHHCC,One year,Yes,Credit card (automatic),76.9,5023
3443-KUJWU,Month-to-month,Yes,Electronic check,104.1,5135.15
3445-HXXGF,Month-to-month,Yes,Electronic check,45.3,2651.2
3446-QDSZF,Month-to-month,No,Credit card (automatic),55.5,227.35
3450-WXOAT,Month-to-month,Yes,Credit card (automatic),45.2,2065.15
3451-VAWLI,Two year,No,Credit card (automatic),19.7,730.4
3452-ABWRL,Month-to-month,Yes,Credit card (automatic),86.05,3865.6
3452-FLHYD,One year,Yes,Bank transfer (automatic),20.95,495.15
3452-GWUIN,Month-to-month,Yes,Electronic check,94.95,1760.25
3452-SRFEG,Month-to-month,Yes,Bank transfer (automatic),74.6,3720.35
